證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
1101,台泥,15683130,"5,835",632763015,41.15,41.20,40.10,40.30,-,0.75,40.25,14,40.30,210,11.68,
1102,亞泥,12159294,"5,115",490585181,41.40,41.40,40.05,40.15,-,1.25,40.10,132,40.15,2,13.70,
1103,嘉泥,478217,200,6570982,14.00,14.00,13.65,13.75,-,0.2,13.70,2,13.75,4,6.34,
1104,環泥,109454,59,2215542,20.35,20.35,20.20,20.30,-,0.05,20.25,7,20.30,15,11.60,
1108,幸福,101000,29,797190,7.92,7.93,7.85,7.90,,0.0,7.90,27,7.91,10,0.00,
1109,信大,344438,124,5341826,15.80,15.80,15.35,15.35,-,0.2,15.35,2,15.40,20,9.53,
1110,東泥,3000,3,41650,13.85,13.90,13.85,13.90,-,0.1,13.80,7,13.90,8,63.18,
1201,味全,1270546,467,28147963,22.30,22.30,22.05,22.10,-,0.3,22.05,34,22.10,49,16.49,
1203,味王,16512,24,420899,25.40,25.60,25.40,25.55,-,0.15,25.50,2,25.75,2,13.66,
1210,大成,593725,448,22237826,37.75,37.75,37.30,37.35,-,0.4,37.35,15,37.40,14,10.32,
1213,大飲,23001,12,287562,12.55,12.55,12.50,12.50,,0.0,12.50,1,12.55,1,156.25,
1215,卜蜂,271134,215,13906721,51.70,51.70,51.10,51.30,-,0.4,51.30,2,51.40,1,12.48,
1216,統一,5540960,"3,005",429963571,78.50,78.60,77.10,77.50,-,1.4,77.40,47,77.50,7,10.88,
1217,愛之味,335336,128,2546223,7.64,7.64,7.57,7.58,-,0.02,7.57,4,7.58,24,18.95,
1218,泰山,6317430,"1,710",117237848,18.55,18.80,18.35,18.35,-,0.15,18.30,228,18.35,218,16.68,
1219,福壽,15664,15,290233,18.60,18.60,18.50,18.50,-,0.15,18.50,4,18.55,7,30.83,
1220,台榮,27000,11,320200,11.85,11.90,11.85,11.85,,0.0,11.85,25,11.90,14,20.43,
1225,福懋油,25880,29,2210873,85.20,86.70,84.80,85.80,X,0.0,85.00,1,85.90,2,74.61,
1227,佳格,1936926,"1,333",96753158,50.80,50.80,49.50,49.95,-,0.85,49.90,2,49.95,1,18.43,
1229,聯華,984574,619,34615030,35.45,35.45,35.10,35.10,-,0.35,35.10,18,35.20,3,10.87,
1231,聯華食,69180,74,2496896,36.20,36.20,36.05,36.15,+,0.1,36.10,1,36.20,22,12.38,
1232,大統益,18490,25,1860490,100.00,101.00,100.00,100.50,,0.0,100.00,17,100.50,2,18.37,
1233,天仁,35000,17,1360150,39.00,39.00,38.75,38.85,,0.0,38.85,2,38.90,12,19.14,
1234,黑松,41002,36,1269162,31.00,31.05,30.90,30.90,,0.0,30.90,4,30.95,1,18.50,
1235,興泰,696304,20,31178203,42.00,42.00,41.30,41.55,-,0.45,41.55,4,41.60,5,10.52,
1236,宏亞,6000,6,95450,15.90,15.95,15.90,15.95,-,0.05,15.90,13,16.00,13,61.35,
1256,鮮活果汁-KY,7200,9,1141300,158.00,159.00,157.50,159.00,,0.0,158.00,4,159.50,1,13.23,
1262,綠悅-KY,2802910,"1,308",105692756,37.80,38.65,36.65,36.80,-,1.1,36.80,28,36.85,14,0.00,
1301,台塑,9376060,"5,192",1087715915,117.50,118.00,115.00,115.00,-,2.5,115.00,618,115.50,82,12.45,
1303,南亞,5334469,"2,726",448212074,85.00,85.00,83.80,84.00,-,1.0,83.90,51,84.00,820,10.29,
1304,台聚,687039,216,9665542,14.20,14.20,14.00,14.00,-,0.1,14.00,126,14.05,158,13.21,
1305,華夏,5504000,"2,249",141285638,25.60,25.85,25.50,25.50,+,0.1,25.45,299,25.50,225,8.02,
1307,三芳,71685,62,1943183,27.35,27.35,26.90,27.00,-,0.35,27.00,10,27.35,2,22.50,
1308,亞聚,139902,76,2304970,16.65,16.65,16.40,16.50,,0.0,16.40,25,16.50,22,21.15,
1309,台達化,1348747,487,19827388,14.70,14.85,14.60,14.70,+,0.1,14.70,13,14.75,85,5.61,
1310,台苯,11020051,"4,296",269292624,24.35,24.85,24.15,24.30,+,0.1,24.30,30,24.35,100,10.21,
1312,國喬,3295407,"1,389",99570332,30.10,30.50,29.90,29.95,-,0.2,29.95,36,30.00,6,6.78,
1312A,國喬特,11000,7,398150,36.10,36.45,36.10,36.45,-,0.15,36.10,2,36.45,1,0.00,
1313,聯成,997130,419,15232922,15.30,15.35,15.20,15.25,,0.0,15.25,101,15.30,106,7.55,
1314,中石化,13985031,"2,810",196565684,14.05,14.15,13.95,14.10,+,0.1,14.05,76,14.10,"1,388",9.28,
1315,達新,3036,2,80454,26.50,26.50,26.50,26.50,-,0.1,26.30,21,26.50,1,33.97,
1316,上曜,671336,247,12125614,18.25,18.25,17.95,18.05,-,0.15,18.05,28,18.10,3,3.19,
1319,東陽,353450,262,14963524,42.50,42.55,42.20,42.20,-,0.3,42.15,7,42.50,14,10.71,
1321,大洋,13000,9,360900,27.90,27.90,27.60,27.75,+,0.2,27.60,14,27.75,1,0.00,
1323,永裕,106840,65,3774492,35.35,35.80,35.20,35.35,,0.0,35.30,6,35.35,28,10.88,
1324,地球,231002,99,2886924,12.30,12.65,12.30,12.40,+,0.1,12.40,3,12.55,5,0.00,
1325,恆大,46620,31,816469,17.60,17.60,17.45,17.45,-,0.3,17.45,6,17.50,5,23.90,
1326,台化,9040788,"3,063",1153183463,128.50,129.50,127.00,127.00,-,1.5,127.00,13,127.50,266,12.05,
1337,再生-KY,480026,182,3888533,8.18,8.18,8.04,8.07,-,0.1,8.07,8,8.09,2,0.00,
1338,廣華-KY,508002,337,44098274,86.50,87.40,86.20,86.80,+,0.3,86.80,1,87.00,8,9.67,
1339,昭輝,94002,55,3772434,40.40,40.45,40.00,40.05,-,0.35,40.00,1,40.25,1,6.79,
1340,勝悅-KY,210856,207,6014034,28.90,28.90,28.30,28.30,-,0.2,28.30,22,28.35,3,5.32,
1402,遠東新,11118110,"5,577",390115214,34.80,35.45,34.50,35.40,+,0.6,35.30,10,35.40,416,15.00,
1409,新纖,1764892,869,22114299,12.70,12.75,12.45,12.50,-,0.2,12.50,7,12.55,103,11.57,
1410,南染,88555,53,2172128,24.55,24.75,24.35,24.50,,0.0,24.40,6,24.50,5,17.63,
1413,宏洲,214307,81,2804741,13.15,13.25,12.95,12.95,-,0.25,12.95,12,13.05,1,7.57,
1414,東和,217670,92,1683561,7.80,7.80,7.70,7.74,+,0.03,7.73,6,7.74,7,16.83,
1416,廣豐,68708,34,1068424,15.60,15.65,15.45,15.50,-,0.1,15.45,13,15.60,8,36.05,
1417,嘉裕,503402,117,2526900,5.07,5.07,4.99,5.05,-,0.01,5.02,10,5.06,30,0.00,
1418,東華,13,2,95,--,--,--,--,,0.0,8.00,5,8.41,1,0.00,
1419,新紡,124464,19,5426108,43.55,44.50,43.50,44.45,+,0.95,44.00,2,44.45,1,10.19,
1423,利華,258302,116,2724942,10.65,10.65,10.50,10.55,+,0.05,10.50,38,10.60,32,25.73,
1432,大魯閣,3319,7,29336,8.83,8.85,8.83,8.85,-,0.02,8.84,1,8.85,7,0.00,
1434,福懋,1798764,"1,054",65100474,36.75,36.75,35.80,36.15,-,0.65,36.15,11,36.20,6,22.31,
1435,中福,62020,23,342209,5.55,5.59,5.43,5.50,,0.0,5.45,10,5.50,4,137.50,
1436,華友聯,31028,19,1163588,37.50,37.75,37.25,37.45,+,0.05,37.15,2,37.50,1,9.00,
1437,勤益控,186438,89,3603310,19.60,19.60,19.20,19.20,-,0.3,19.20,16,19.25,3,13.52,
1438,裕豐,29603,12,225682,7.50,7.65,7.50,7.50,-,0.05,7.51,1,7.68,1,0.00,
1439,中和,335000,191,10265800,30.75,30.85,30.50,30.50,-,0.15,30.50,23,30.55,2,0.00,
1440,南紡,760617,244,10118150,13.40,13.40,13.25,13.35,-,0.05,13.35,4,13.40,131,20.23,
1441,大東,266360,93,3545180,13.05,13.50,13.05,13.10,+,0.1,13.10,4,13.15,3,1.08,
1442,名軒,153279,82,2581465,16.90,16.95,16.80,16.80,-,0.1,16.75,32,16.80,1,18.06,
1443,立益,16106,8,112331,6.96,6.98,6.96,6.97,+,0.01,6.96,9,7.02,1,0.00,
1444,力麗,2162385,514,23842911,11.10,11.15,10.95,11.00,-,0.1,11.00,23,11.05,82,22.92,
1445,大宇,460012,66,3686915,7.93,8.03,7.90,7.99,+,0.01,7.93,1,7.99,4,0.00,
1446,宏和,457039,217,12533263,27.85,27.90,27.10,27.20,-,0.65,27.20,2,27.25,2,0.00,
1447,力鵬,1533593,525,14287661,9.40,9.40,9.28,9.32,+,0.01,9.30,60,9.32,3,14.79,
1449,佳和,45000,18,214460,4.76,4.86,4.75,4.80,+,0.05,4.78,3,4.83,1,0.00,
1451,年興,81375,71,1983323,24.30,24.50,24.30,24.30,,0.0,24.30,33,24.40,8,14.82,
1452,宏益,129250,74,2467524,19.20,19.20,19.00,19.15,-,0.1,19.10,2,19.15,11,13.30,
1453,大將,21056,14,187782,8.90,8.98,8.89,8.98,+,0.05,8.91,2,8.98,3,2.36,
1454,台富,36616,12,292151,8.00,8.00,7.97,8.00,-,0.02,7.97,11,8.00,5,33.33,
1455,集盛,1515851,355,15835575,10.55,10.55,10.40,10.45,-,0.1,10.40,224,10.45,44,10.56,
1456,怡華,74,1,614,--,--,--,--,,0.0,8.18,2,8.51,1,43.53,
1457,宜進,931924,390,12854901,13.85,13.90,13.75,13.75,-,0.05,13.75,82,13.80,43,3.23,
1459,聯發,524986,247,5098323,9.81,9.87,9.61,9.61,-,0.19,9.61,19,9.62,1,10.56,
1460,宏遠,713370,361,10227546,14.35,14.50,14.25,14.40,+,0.05,14.40,6,14.45,74,26.67,
1463,強盛,149000,77,2299800,15.55,15.55,15.35,15.40,-,0.1,15.40,2,15.45,11,7.00,
1464,得力,107713,87,2383537,22.15,22.20,22.10,22.15,-,0.05,22.10,78,22.15,3,24.61,
1465,偉全,20000,12,291750,14.70,14.70,14.50,14.60,-,0.2,14.60,1,14.80,1,208.57,
1466,聚隆,35000,12,387300,11.10,11.10,11.00,11.00,-,0.1,11.00,1,11.15,1,0.00,
1467,南緯,221000,82,2369000,10.65,10.80,10.65,10.70,+,0.05,10.70,53,10.75,9,0.00,
1468,昶和,25020,13,278816,11.15,11.25,11.10,11.10,-,0.05,10.90,7,11.10,2,0.00,
1470,大統新創,10000,9,181950,18.05,18.45,18.00,18.10,-,1.4,18.00,3,18.40,1,43.10,
1471,首利,441783,147,2591988,6.01,6.01,5.81,5.83,-,0.26,5.83,2,5.88,4,0.00,
1472,三洋紡,16675,16,467347,28.15,28.30,27.80,28.30,-,0.2,27.65,5,28.35,1,0.00,
1473,台南,83502,48,1643838,19.70,19.75,19.65,19.70,-,0.1,19.65,24,19.70,2,0.00,
1474,弘裕,45000,16,500050,11.15,11.15,11.10,11.10,,0.0,11.10,5,11.15,24,11.10,
1475,本盟,3219,6,36109,11.40,11.40,11.05,11.25,+,0.15,10.95,1,11.20,1,0.00,
1476,儒鴻,855542,782,317958475,380.00,380.00,366.00,374.50,-,1.5,374.00,6,375.00,7,25.12,
1477,聚陽,932038,670,140328776,151.50,153.50,148.00,153.00,+,1.5,153.00,10,153.50,24,24.29,
1503,士電,363873,288,16954874,47.20,47.20,46.35,46.40,-,0.8,46.40,3,46.45,1,17.92,
1504,東元,3442673,"1,859",76639146,22.50,22.55,22.10,22.35,-,0.15,22.30,4,22.35,323,14.24,
1506,正道,690106,188,16053553,23.75,23.75,22.85,23.15,-,0.45,22.90,1,23.15,6,0.00,
1507,永大,228216,165,11347672,50.00,50.00,49.35,49.90,+,0.4,49.70,50,49.95,6,24.11,
1512,瑞利,115004,38,1131226,9.90,9.90,9.76,9.76,-,0.19,9.76,1,9.90,7,0.00,
1513,中興電,357999,174,7436078,20.85,20.90,20.70,20.70,-,0.1,20.70,1,20.75,6,14.68,
1514,亞力,1042089,409,15770252,15.15,15.30,15.00,15.00,-,0.1,15.00,57,15.05,4,16.30,
1515,力山,15691870,"7,705",846657911,57.00,57.20,52.20,52.20,-,5.8,--,0,52.20,952,31.45,
1516,川飛,5951,15,110132,18.50,18.50,18.45,18.50,-,0.25,18.45,2,18.65,2,36.27,
1517,利奇,81569,40,840710,10.35,10.35,10.30,10.35,,0.0,10.30,26,10.35,70,22.50,
1519,華城,5010464,"2,729",124553923,24.75,25.60,24.30,24.30,,0.0,24.30,35,24.50,1,0.00,
1521,大億,32000,30,2244000,70.50,70.50,70.00,70.00,-,0.5,70.00,8,70.30,2,12.15,
1522,堤維西,346438,149,9764757,28.45,28.45,28.15,28.15,-,0.4,28.15,7,28.20,9,13.40,
1524,耿鼎,124001,48,1264411,10.25,10.25,10.15,10.15,-,0.1,10.15,54,10.20,30,9.06,
1525,江申,9298,11,596760,64.00,64.20,63.60,63.80,-,0.2,63.80,2,63.90,1,9.94,
1526,日馳,1175001,608,28837075,24.45,24.80,24.20,24.60,+,0.3,24.55,1,24.60,10,7.59,
1527,鑽全,368864,268,20237432,54.80,55.40,54.20,54.90,+,0.4,54.80,12,54.90,1,10.05,
1528,恩德,116062,69,1436017,12.40,12.45,12.30,12.40,,0.0,12.35,6,12.40,11,16.76,
1529,樂士,845001,5,2636433,3.15,3.15,3.12,3.12,+,0.04,2.97,2,3.12,6,28.36,
1530,亞崴,70000,24,2297800,33.00,33.10,32.70,32.75,-,0.3,32.75,3,33.20,1,9.83,
1531,高林股,71300,49,1277600,18.00,18.10,17.80,18.05,+,0.05,18.00,2,18.05,1,19.41,
1532,勤美,258289,106,7995279,31.00,31.20,30.90,31.05,+,0.15,30.95,3,31.05,2,12.27,
1533,車王電,26188,27,937942,35.80,35.95,35.70,35.80,+,0.1,35.80,2,35.85,5,16.13,
1535,中宇,25521,21,915566,35.95,35.95,35.50,35.90,-,0.05,35.85,4,35.90,1,24.59,
1536,和大,2261948,"1,320",308667532,137.00,138.00,134.00,134.00,-,1.5,134.00,39,134.50,1,27.46,
1537,廣隆,284374,225,41091352,144.00,145.50,143.00,145.50,+,1.5,145.00,23,145.50,32,12.48,
1538,正峰新,40353,27,248788,6.20,6.20,6.05,6.05,+,0.05,6.00,16,6.29,5,0.00,
1539,巨庭,1379203,906,41857350,30.20,30.70,29.95,30.35,+,0.15,30.35,7,30.40,2,14.25,
1540,喬福,123854,82,2070524,17.00,17.00,16.60,16.70,-,0.2,16.65,3,16.70,3,12.37,
1541,錩泰,33000,27,1020750,31.80,31.80,30.75,30.80,,0.0,30.75,2,31.20,3,14.74,
1558,伸興,45189,44,6365243,141.00,141.50,140.50,141.50,+,0.5,141.00,3,142.00,10,11.78,
1560,中砂,74001,57,4931966,66.70,66.90,66.40,66.40,-,0.3,66.40,25,66.70,1,13.25,
1568,倉佑,365008,196,8423452,23.35,23.35,22.80,23.15,+,0.1,23.10,16,23.15,1,12.18,
1582,信錦,229161,152,13162594,57.50,57.60,57.30,57.50,,0.0,57.40,11,57.50,4,12.23,
1583,程泰,24000,20,1394900,58.20,58.30,58.00,58.00,-,0.3,58.00,5,58.70,1,10.92,
1587,吉茂,35142,13,702140,20.25,20.25,19.80,19.85,-,0.25,19.85,8,20.10,3,0.00,
1589,永冠-KY,975628,717,54751593,55.80,56.70,55.30,56.20,-,0.5,56.00,6,56.20,1,0.00,
1590,亞德客-KY,1032178,946,309220900,299.00,303.00,296.50,296.50,,0.0,296.50,19,297.50,5,16.53,
1592,英瑞-KY,250000,220,5616900,22.50,22.80,22.10,22.50,-,0.25,22.15,1,22.50,6,102.27,
1598,岱宇,303000,191,9202400,30.90,31.00,30.00,30.95,+,0.2,30.95,21,31.00,17,0.00,
1603,華電,2401,7,58342,24.30,24.30,24.30,24.30,+,0.05,24.25,5,24.30,1,22.09,
1604,聲寶,195785,98,2647548,13.55,13.55,13.50,13.50,-,0.05,13.50,10,13.55,28,16.07,
1605,華新,11352129,"3,310",232585479,20.65,20.70,20.35,20.50,-,0.2,20.45,14,20.50,236,5.38,
1608,華榮,552257,227,5516288,10.00,10.05,9.94,9.97,+,0.04,9.96,3,9.97,1,33.23,
1609,大亞,4148290,"1,336",54370310,13.25,13.25,13.00,13.15,-,0.1,13.10,163,13.15,234,10.35,
1611,中電,552001,199,5472760,9.96,9.96,9.89,9.91,,0.0,9.91,6,9.92,7,6.23,
1612,宏泰,48601,29,498179,10.25,10.30,10.25,10.30,,0.0,10.25,16,10.30,74,22.39,
1614,三洋電,24001,13,559623,23.50,23.50,23.20,23.30,-,0.2,23.25,1,23.30,17,26.78,
1615,大山,54000,34,894500,16.65,16.65,16.50,16.65,+,0.05,16.50,18,16.65,4,10.47,
1616,億泰,58000,10,293940,5.08,5.10,5.04,5.08,-,0.03,5.08,6,5.09,1,0.00,
1617,榮星,33000,8,442200,13.40,13.50,13.35,13.50,,0.0,13.35,10,13.50,1,10.71,
1618,合機,371698,85,3314287,8.90,9.00,8.88,8.88,-,0.02,8.88,2,8.90,17,26.91,
1626,艾美特-KY,11120,13,196991,17.75,17.75,17.65,17.65,,0.0,17.65,15,17.70,18,0.00,
1701,中化,1071438,568,23642719,21.70,22.30,21.70,22.05,+,0.45,22.05,2,22.10,25,17.64,
1702,南僑,862713,651,46289696,53.00,54.60,53.00,53.30,+,0.3,53.20,2,53.40,2,13.43,
1704,榮化,586536,258,30427258,51.90,52.00,51.80,51.90,,0.0,51.80,853,51.90,25,13.27,
1707,葡萄王,203236,176,43070240,215.00,215.00,210.50,211.00,-,3.5,211.00,10,212.00,3,21.60,
1708,東鹼,227532,137,6267027,27.70,27.80,27.35,27.50,-,0.2,27.50,2,27.55,7,12.39,
1709,和益,178398,93,3174727,17.85,17.85,17.75,17.80,+,0.05,17.80,2,17.85,74,15.08,
1710,東聯,3472618,"1,663",121796982,35.40,35.50,34.65,35.10,-,0.1,35.05,22,35.10,20,12.86,
1711,永光,235962,150,4194271,17.95,17.95,17.70,17.75,-,0.15,17.75,5,17.80,3,23.36,
1712,興農,227921,115,3939936,17.30,17.35,17.20,17.25,-,0.05,17.25,56,17.30,15,10.15,
1713,國化,34700,12,646318,18.65,18.65,18.60,18.65,,0.0,18.65,2,18.70,1,29.14,
1714,和桐,436980,182,3461906,7.96,7.97,7.88,7.91,-,0.07,7.90,2,7.91,8,22.60,
1717,長興,325233,164,8699660,26.80,26.80,26.65,26.80,,0.0,26.75,6,26.80,26,15.23,
1718,中纖,11439707,"2,476",130855193,11.50,11.60,11.35,11.40,-,0.25,11.35,348,11.40,185,7.13,
1720,生達,67489,57,2208484,32.90,32.90,32.60,32.60,-,0.2,32.60,35,32.75,5,15.90,
1721,三晃,86001,54,873010,10.25,10.25,10.10,10.10,-,0.15,10.10,20,10.20,5,31.56,
1722,台肥,6970466,"3,519",333856368,48.10,48.20,47.60,48.00,-,0.4,47.95,11,48.00,271,27.43,
1723,中碳,213843,197,31335078,147.50,148.00,145.50,146.00,,0.0,145.50,10,146.00,6,25.48,
1724,台硝,34236,22,469447,13.65,13.75,13.65,13.70,+,0.05,13.65,2,13.75,7,17.13,
1725,元禎,54000,22,875700,16.25,16.35,16.10,16.35,+,0.05,16.15,1,16.35,1,12.29,
1726,永記,18003,19,1419037,78.80,79.00,78.70,78.70,-,0.3,78.60,1,79.10,1,16.06,
1727,中華化,73000,47,1102900,15.15,15.20,15.05,15.15,,0.0,15.10,4,15.15,10,14.03,
1730,花仙子,41844,43,2152731,51.40,51.50,51.30,51.40,,0.0,51.40,9,51.60,7,15.16,
1731,美吾華,86388,54,1176075,13.60,13.65,13.55,13.65,+,0.05,13.55,30,13.65,34,18.45,
1732,毛寶,49100,17,545120,11.10,11.15,11.10,11.10,-,0.15,11.10,22,11.20,11,42.69,
1733,五鼎,231341,157,6721755,29.20,29.20,28.90,29.05,+,0.2,28.95,12,29.05,10,22.52,
1734,杏輝,117901,85,2429259,20.75,20.75,20.50,20.65,-,0.1,20.60,5,20.65,3,66.61,
1735,日勝化,13000,7,207200,16.00,16.00,15.80,15.80,,0.0,15.80,5,15.90,1,27.72,
1736,喬山,504862,333,18588890,37.40,37.60,36.55,36.65,-,0.65,36.60,10,36.65,1,166.59,
1737,臺鹽,1200084,666,38289549,31.60,32.45,31.60,31.75,+,0.25,31.75,33,31.80,10,13.34,
1760,寶齡富錦,201000,169,18091500,90.60,90.60,89.70,89.80,-,0.4,89.80,11,89.90,3,80.18,
1762,中化生,201295,138,5034798,24.95,25.40,24.65,24.85,+,0.05,24.80,31,24.90,4,14.97,
1773,勝一,1057574,810,104393500,96.00,100.50,96.00,98.30,+,2.6,98.30,2,98.80,1,16.06,
1776,展宇,26004,9,508378,19.50,19.65,19.50,19.60,+,0.1,19.50,8,19.60,5,39.20,
1783,和康生,460001,318,13132928,29.00,29.20,28.30,28.40,-,0.35,28.40,2,28.45,1,45.81,
1786,科妍,2013537,"1,494",155460240,77.80,78.80,76.30,76.50,-,2.2,76.50,5,76.60,1,68.30,
1789,神隆,311971,206,9469118,30.70,30.70,30.10,30.15,-,0.45,30.15,33,30.25,1,54.82,
1802,台玻,941875,447,15248484,16.35,16.40,16.05,16.10,-,0.3,16.10,2,16.15,52,16.43,
1805,寶徠,38224,19,413719,10.95,10.95,10.70,10.95,,0.0,10.75,1,10.85,1,365.00,
1806,冠軍,198517,66,1553431,7.87,7.87,7.79,7.83,,0.0,7.83,6,7.85,12,0.00,
1808,潤隆,255092,154,15446293,60.80,61.00,60.30,60.70,-,0.1,60.50,2,60.70,2,7.14,
1809,中釉,166994,99,1972478,11.90,11.90,11.75,11.80,-,0.1,11.80,7,11.85,22,0.00,
1810,和成,51250,24,451720,8.81,8.82,8.80,8.82,-,0.02,8.81,5,8.82,1,32.67,
1817,凱撒衛,40250,37,1532650,38.15,38.25,38.00,38.05,,0.0,38.00,28,38.20,4,10.51,
1902,台紙,177051,61,3196618,18.00,18.20,17.95,18.10,,0.0,18.10,4,18.20,6,15.74,
1903,士紙,11001,7,354432,32.30,32.30,32.20,32.20,-,0.1,32.20,2,32.25,2,0.00,
1904,正隆,4117697,"1,906",98819266,24.40,24.40,23.85,23.95,-,0.45,23.95,1,24.00,46,7.80,
1905,華紙,522057,100,5301325,10.15,10.20,10.10,10.10,-,0.05,10.10,208,10.15,35,22.44,
1906,寶隆,107000,78,2130350,19.90,19.95,19.85,19.90,,0.0,19.90,20,19.95,1,5.36,
1907,永豐餘,718387,285,8935070,12.50,12.50,12.40,12.40,-,0.15,12.40,68,12.50,128,12.16,
1909,榮成,1766934,"1,032",37592630,21.35,21.40,21.10,21.15,-,0.15,21.15,11,21.25,26,7.98,
2002,中鋼,17393413,"5,030",438783554,25.50,25.50,25.05,25.20,-,0.3,25.20,236,25.25,926,18.53,
2002A,中鋼特,89000,8,3836300,43.15,43.20,43.10,43.20,,0.0,43.10,117,43.25,1,0.00,
2006,東和鋼鐵,930161,603,21955843,23.80,23.80,23.50,23.60,-,0.15,23.55,24,23.60,3,17.23,
2007,燁興,34346,27,169635,4.92,4.95,4.92,4.95,+,0.03,4.95,1,4.96,2,0.00,
2008,高興昌,4183,3,51860,12.40,12.40,12.40,12.40,-,0.05,12.40,2,12.45,6,0.00,
2009,第一銅,348300,156,3649999,10.50,10.60,10.40,10.45,,0.0,10.45,61,10.50,37,17.71,
2010,春源,108797,68,1189734,10.95,11.00,10.90,10.90,-,0.05,10.90,85,11.00,24,20.57,
2012,春雨,73005,33,1460899,20.20,20.20,19.85,19.90,-,0.3,19.85,12,19.90,3,15.08,
2013,中鋼構,3882973,"2,349",129899017,34.20,34.20,33.15,33.15,-,0.55,33.15,30,33.20,8,77.09,
2014,中鴻,6415497,"2,074",91952000,14.50,14.55,14.20,14.25,-,0.25,14.25,313,14.30,9,6.45,
2015,豐興,108759,86,6576691,60.40,60.70,60.30,60.60,+,0.2,60.50,2,60.60,2,12.60,
2017,官田鋼,154856,87,1421938,9.22,9.25,9.12,9.19,-,0.03,9.15,2,9.19,10,12.76,
2020,美亞,63377,50,916627,14.45,14.50,14.40,14.45,-,0.05,14.40,73,14.50,59,9.26,
2022,聚亨,269003,71,2263959,8.48,8.48,8.38,8.44,-,0.01,8.42,5,8.44,5,52.75,
2023,燁輝,1753124,458,18345245,10.55,10.60,10.40,10.45,-,0.1,10.45,12,10.50,137,38.70,
2024,志聯,92000,20,922250,10.10,10.10,10.00,10.00,-,0.05,10.00,81,10.05,22,9.26,
2027,大成鋼,0,0,0,--,--,--,--,,0.0,--,,--,,14.16,
2028,威致,72100,47,694591,9.70,9.70,9.61,9.62,-,0.05,9.61,4,9.62,4,4.79,
2029,盛餘,110200,82,2355220,21.10,21.40,21.10,21.40,+,0.2,21.40,4,21.45,41,24.60,
2030,彰源,337017,111,4947099,14.75,14.80,14.60,14.70,+,0.05,14.65,2,14.70,26,7.31,
2031,新光鋼,7421403,"3,943",327118377,45.05,45.30,43.60,43.70,-,1.15,43.65,34,43.70,6,9.20,
2032,新鋼,113481,63,1135885,10.10,10.10,10.00,10.00,-,0.05,10.00,30,10.05,11,20.00,
2033,佳大,809309,384,9913308,12.50,12.50,12.10,12.10,-,0.2,12.10,21,12.15,1,41.72,
2034,允強,235391,140,6204780,26.50,26.55,26.30,26.30,-,0.2,26.30,22,26.35,4,11.05,
2038,海光,361000,171,3772450,10.60,10.60,10.35,10.35,-,0.2,10.30,35,10.35,2,15.92,
2049,上銀,4154948,"3,555",1100966824,266.50,267.50,262.50,263.00,-,3.0,263.00,51,263.50,6,16.28,
2059,川湖,447030,95,177164070,397.50,400.00,393.00,397.50,+,2.0,396.00,1,397.50,4,24.54,
2062,橋椿,78000,57,2800850,35.90,36.00,35.85,36.00,,0.0,35.90,5,36.00,10,85.71,
2069,運錩,1736793,732,42802054,24.10,24.95,24.10,24.55,+,0.5,24.55,56,24.60,105,15.94,
2101,南港,168727,105,4291178,25.60,25.60,25.40,25.40,-,0.2,25.40,11,25.50,11,52.92,
2102,泰豐,697180,287,9227124,13.30,13.30,13.10,13.30,-,0.05,13.25,9,13.30,8,0.00,
2103,台橡,902029,662,31236543,34.90,35.00,34.40,34.60,-,0.15,34.60,4,34.65,6,23.07,
2104,中橡,2787876,"1,654",109479355,39.30,39.50,39.10,39.10,-,0.35,39.10,4,39.15,1,9.33,
2105,正新,4312943,"2,359",205106248,48.25,48.30,47.20,47.30,-,0.95,47.25,122,47.30,10,34.28,
2106,建大,269278,143,8227657,30.80,30.80,30.50,30.50,-,0.3,30.50,81,30.60,3,61.00,
2107,厚生,769011,256,11725963,15.20,15.30,15.10,15.25,+,0.05,15.25,14,15.30,112,29.33,
2108,南帝,402290,288,11973980,30.05,30.05,29.60,29.80,-,0.25,29.75,5,29.80,5,11.42,
2109,華豐,81220,41,1134934,14.05,14.10,13.85,13.90,-,0.2,13.90,1,13.95,1,0.00,
2114,鑫永銓,24027,21,2235211,93.20,93.30,92.70,92.80,-,0.5,92.80,1,93.00,2,14.37,
2115,六暉-KY,12298,11,385646,31.40,31.40,31.25,31.25,-,0.15,31.25,4,31.40,5,13.47,
2201,裕隆,2807620,"1,676",60631556,21.80,21.80,21.50,21.55,-,0.05,21.55,26,21.60,278,13.14,
2204,中華,347605,197,8875096,25.70,25.70,25.50,25.55,-,0.1,25.55,43,25.60,7,9.09,
2206,三陽工業,444214,135,9118605,20.55,20.60,20.50,20.60,+,0.05,20.55,12,20.60,11,32.19,
2207,和泰車,445030,287,114704860,260.00,260.00,256.50,258.00,-,4.5,258.00,1,258.50,15,14.08,
2208,台船,6935051,"4,117",278987528,41.20,41.25,39.80,40.05,-,1.55,40.00,16,40.05,16,0.00,
2227,裕日車,21000,20,5023500,239.00,240.00,238.50,240.00,+,0.5,239.00,1,240.00,1,11.39,
